body,quantity,value,unit,epoch,center,frame,ephemeris,source,url,retrieved,note,sigma,record_id
Pluto,state_vz,-2.274761224403825e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-2.274761224403825e-02; printed_survey2=-2.274761224403825e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-20049395-2
Charon,state_x,-1.161484623080074e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-1.161484623080074e+04; printed_survey2=-1.161484623080074e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-6297a180-2
Charon,state_y,-1.169807873898082e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-1.169807873898082e+04; printed_survey2=-1.169807873898082e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-759543fd-2
Charon,state_z,-5.774834744221849e+03,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-5.774834744221849e+03; printed_survey2=-5.774834744221849e+03); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-150f3e6a-2
Charon,state_vx,-6.225832273081175e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-6.225832273081175e-02; printed_survey2=-6.225832273081175e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-80f7b28f-2
Charon,state_vy,-3.018640083779986e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-3.018640083779986e-02; printed_survey2=-3.018640083779986e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-5c482f2e-2
Charon,state_vz,1.863799959209917e-01,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=1.863799959209917e-01; printed_survey2=1.863799959209917e-01); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-fb546a04-2
Nix,state_x,3.493045971307743e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=3.493045971307743e+04; printed_survey2=3.493045971307743e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-d92d4914-2
Nix,state_y,3.336538322133738e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=3.336538322133738e+04; printed_survey2=3.336538322133738e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-00470ba9-2
Nix,state_z,5.312040585390707e+03,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=5.312040585390707e+03; printed_survey2=5.312040585390707e+03); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-e79acb57-2
Nix,state_vx,2.229191375778111e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=2.229191375778111e-02; printed_survey2=2.229191375778111e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-062b6e5b-2
Nix,state_vy,-3.132204922737587e-04,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-3.132204922737587e-04; printed_survey2=-3.132204922737587e-04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-74680bac-2
Nix,state_vz,-1.406181911734325e-01,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-1.406181911734325e-01; printed_survey2=-1.406181911734325e-01); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-4660199c-2
Hydra,state_x,-3.473126873342807e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-3.473126873342807e+04; printed_survey2=-3.473126873342807e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-4cbad9f8-2
Hydra,state_y,-2.531923147130194e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-2.531923147130194e+04; printed_survey2=-2.531923147130194e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-73e7b34b-2
Hydra,state_z,4.855139521726803e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=4.855139521726803e+04; printed_survey2=4.855139521726803e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-d5884b98-2
Hydra,state_vx,6.093373690340985e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=6.093373690340985e-02; printed_survey2=6.093373690340985e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-f449bc38-2
Hydra,state_vy,6.972392376774951e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=6.972392376774951e-02; printed_survey2=6.972392376774951e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-18939f9d-2
Hydra,state_vz,8.112700456875147e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=8.112700456875147e-02; printed_survey2=8.112700456875147e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-f85fb7ea-2
Kerberos,state_x,-3.832378468675362e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-3.832378468675362e+04; printed_survey2=-3.832378468675362e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-8a3c36f3-2
Kerberos,state_y,-3.164201807734875e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-3.164201807734875e+04; printed_survey2=-3.164201807734875e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-efc5b249-2
Kerberos,state_z,2.916242069843251e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=2.916242069843251e+04; printed_survey2=2.916242069843251e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-afe3bc97-2
Kerberos,state_vx,3.909714721497058e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=3.909714721497058e-02; printed_survey2=3.909714721497058e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-91be6309-2
Kerberos,state_vy,5.448751300663460e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=5.448751300663460e-02; printed_survey2=5.448751300663460e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-8518b79d-2
Kerberos,state_vz,1.124565125427794e-01,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=1.124565125427794e-01; printed_survey2=1.124565125427794e-01); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-3101b3af-2
Styx,state_x,-2.005760662601576e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-2.005760662601576e+04; printed_survey2=-2.005760662601576e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-df540723-2
Styx,state_y,-2.310120128867004e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-2.310120128867004e+04; printed_survey2=-2.310120128867004e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-62f9fec6-2
Styx,state_z,-2.965524849739775e+04,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-2.965524849739775e+04; printed_survey2=-2.965524849739775e+04); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-3c9cbb3a-2
Styx,state_vx,-8.409081770620738e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-8.409081770620738e-02; printed_survey2=-8.409081770620738e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-62dae247-2
Styx,state_vy,-6.198724063274580e-02,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=-6.198724063274580e-02; printed_survey2=-6.198724063274580e-02); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-2fb3b4d6-2
Styx,state_vz,1.094834324792691e-01,km/s,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; the two surveys print the same digits for this component (printed_survey1=1.094834324792691e-01; printed_survey2=1.094834324792691e-01); Horizons vectors output prints no sigma and no covariance; covariance=not_published,,PSS-4f913150-2
Charon,semi_major_axis_osculating,17464.1723744826,km,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=17464.1723744826; printed_survey2=1.746417237448262e+04; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-03bafc26
Charon,eccentricity_osculating,1.668206875287640e-04,1,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=1.668206875287640e-04; printed_survey2=1.668206875287640e-04; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-9d6351a0
Charon,inclination_osculating,9.624559774529529e+01,deg,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=9.624559774529529e+01; printed_survey2=9.624559774529529e+01; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-1cb8a5e5
Charon,longitude_of_ascending_node_osculating,2.230070137448786e+02,deg,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=2.230070137448786e+02; printed_survey2=2.230070137448786e+02; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-8c40a65b
Charon,argument_of_pericenter_osculating,1.560351734470535e+02,deg,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=1.560351734470535e+02; printed_survey2=1.560351734470535e+02; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-f1b1d8a8
Charon,mean_anomaly_osculating,2.387379601283566e+02,deg,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=2.387379601283566e+02; printed_survey2=2.387379601283566e+02; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-e7df3ba4
Charon,mean_motion_osculating,5.636307296999133e+01,deg/day,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=5.636307296999133e+01; printed_survey2=56.36307296999133; survey2_printed=6.523503815971218e-04 deg/s converted x86400 to deg/day; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-2bd444f3
Charon,sidereal_period_osculating,551850.6774206633,s,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=spread; spread=1.1641532182693481e-10; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=551850.6774206633; printed_survey2=5.518506774206634e+05; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-8ee57be6
Charon,sidereal_period_osculating,5.518506774206634e+05,s,JD 2452600.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=spread; spread=1.1641532182693481e-10; ephemeris=PLU060/DE440; elements=osculating at the stated epoch; record_stream=2; not averaged; covariance=not_published,,PSS-8ee57be6-2
Charon,semi_major_axis_osculating,17464.2228516277,km,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=17464.2228516277; printed_survey2=1.746422285162771e+04; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-03bafc26-2
Charon,eccentricity_osculating,1.640733247357793e-04,1,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=1.640733247357793e-04; printed_survey2=1.640733247357793e-04; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-9d6351a0-2
Charon,inclination_osculating,9.624404302849180e+01,deg,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=9.624404302849180e+01; printed_survey2=9.624404302849180e+01; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-1cb8a5e5-2
Charon,longitude_of_ascending_node_osculating,2.230079562412943e+02,deg,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=2.230079562412943e+02; printed_survey2=2.230079562412943e+02; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-8c40a65b-2
Charon,argument_of_pericenter_osculating,1.535246274832656e+02,deg,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=1.535246274832656e+02; printed_survey2=1.535246274832656e+02; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-f1b1d8a8-2
Charon,mean_anomaly_osculating,1.870518846471674e+02,deg,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=1.870518846471674e+02; printed_survey2=1.870518846471674e+02; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-e7df3ba4-2
Charon,mean_motion_osculating,5.636282860942224e+01,deg/day,JD 2457217.5 TDB,Pluto system barycenter (Horizons @9),ICRF / J2000 equatorial (REF_PLANE=FRAME),PLU060/DE440,"JPL Horizons (Pre-computed solution PLU060/DE440; source: plu060_merged); vectors, km and km/s, TDB",https://ssd.jpl.nasa.gov/api/horizons.api,2026-09-22,sigma_kind=digits; ephemeris=PLU060/DE440; elements=osculating at the stated epoch (NOT a mean element and NOT the two-body fitted element); printed_survey1=5.636282860942224e+01; printed_survey2=56.36282860942224; survey2_printed=6.523475533497944e-04 deg/s converted x86400 to deg/day; Horizons elements output prints no sigma and no covariance; covariance=not_published,,PSS-2bd444f3-2
